CONTACT_ID,SPEAKER_TAG,CAPTION,CALL_LANGUAGE,NEGATIVE,NEUTRAL,POSITIVE,SENTIMENT_LABLE,START_TIME_SECOND,END_TIME_SECOND,TIME_SPOKEN_SECOND,TIME_SILENCE_SECOND,LOAD_DATE
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,It will take between * and * business days until it's reflected on the account because it's uh an ACH transaction. Do you have any other questions? There is anything else that I can do for you?,en-US,39.31,58.93,1.76,Neutral,142,152,10,2,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,They'll send the uh confirmation number to my phone or you wanna give it to me?,en-US,2.59,93.18,4.23,Neutral,154,159,5,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,"If you want, I can, I can give it to you.",en-US,0.76,36.26,62.97,Positive,159,162,3,2,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,"Yeah, she always would send it back to my phone, the confirmation number.",en-US,10.13,82.62,7.26,Neutral,164,168,4,1,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,But I would take it if you've got it.,en-US,2.82,34.03,63.15,Positive,169,171,2,1,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,"OK, I got it right here. It's **.",en-US,1.57,68.29,30.14,Neutral,172,176,4,2,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,X,en-US,7.2,42.89,49.91,Positive,178,179,1,1,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,G as Girard. B as Boulevard. T as.,en-US,2.54,90.67,6.79,Neutral,180,185,5,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,What is it?,en-US,7.26,79.22,13.53,Neutral,184,185,1,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,**** X what?,en-US,5.35,89.59,5.06,Neutral,185,188,3,1,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,G as Girard.,en-US,2.67,84.38,12.95,Neutral,189,190,1,3,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,B as Boulevard.,en-US,6.69,83.17,10.14,Neutral,193,194,1,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,OK.,en-US,8.54,60.05,31.41,Neutral,194,195,1,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,D as in Daniel.,en-US,3.25,87.97,8.78,Neutral,195,197,2,1,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,* C as Charles.,en-US,1.05,88.44,10.51,Neutral,198,202,4,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,And the number *.,en-US,3.26,81.64,15.1,Neutral,202,204,2,1,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,"OK, you send it to my phone, please.",en-US,2.13,79.94,17.94,Neutral,205,208,3,3,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,Cause I might have missed something.,en-US,58.92,39.01,2.07,Negative,211,213,2,1,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,"OK. I can, I can send it to your email, that's OK?",en-US,0.8,55.7,43.49,Neutral,214,218,4,1,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,"Yes, send it to my email, yes.",en-US,0.98,70.52,28.5,Neutral,219,221,2,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,"Oh, OK. OK. Let me send it to you right now.",en-US,1.65,71.23,27.13,Neutral,221,224,3,48,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,OK. It was sent to you.,en-US,2.02,79.33,18.64,Neutral,272,274,2,3,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,"OK, sent to my email.",en-US,1.78,69.92,28.31,Neutral,277,279,2,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,"Yeah, I did. I will send it to your email.",en-US,0.9,80.18,18.93,Neutral,279,282,3,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,"OK. All right. Well, thanks a lot. I'm sorry I called late.",en-US,3.8,19.98,76.22,Positive,282,286,4,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,"No, no, you're good. You're good, Ms. Galloway. Thanks so much for the payment. Have a wonderful evening. Bye-bye.",en-US,0.53,2.02,97.45,Positive,285,291,6,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,"Oh, OK.",en-US,6.62,63.62,29.77,Neutral,289,290,1,1,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,CUSTOMER,"Alright, OK, bye bye.",en-US,12.65,68.72,18.63,Neutral,291,293,2,0,2025-04-08 02:33:44.539921
9ab2737e-b5fc-4a6e-9f3d-e6b8b4af68bc,AGENT,Bye bye.,en-US,20.27,62.93,16.8,Neutral,293,294,1,0,2025-04-08 02:33:44.539921
a0604caf-9cef-48ca-b815-cdbbc4db1633,CUSTOMER,"Hello, thank you for calling GNL Welding Service and repair. I'm sorry we're unavailable to take your call. Please leave your name, number, and a detailed message, and someone will return your call as soon as possible. Thank you.",en-US,24.71,56.78,18.52,Neutral,1,17,16,2,2025-04-08 02:33:47.576299
a0604caf-9cef-48ca-b815-cdbbc4db1633,CUSTOMER,The mailbox is full and cannot accept any messages at this time. Goodbye.,en-US,75.14,23.49,1.37,Negative,19,23,4,0,2025-04-08 02:33:47.576299
5e1c6707-e815-41d1-b963-0ec8a810bd06,CUSTOMER,"Hi, you've reached NY Connect plumbing and Heating. Your call is very important to us. Kindly leave us a detailed message, and we will get back to you as soon as we can. Thank you and have a blessed day.",en-US,0.25,3.66,96.09,Positive,1,13,12,0,2025-04-08 02:33:50.142329
cf6c558b-b662-41df-9bb7-40e6021600ee,AGENT,"Yeah, Jack.",en-US,6.88,67.41,25.71,Neutral,0,0,0,1,2025-04-08 02:33:52.416802
cf6c558b-b662-41df-9bb7-40e6021600ee,CUSTOMER,"Hello, we are not available now. Please call again. Thank you for your call.",en-US,68.81,29.19,2.0,Negative,1,7,6,4,2025-04-08 02:33:52.416802
cf6c558b-b662-41df-9bb7-40e6021600ee,CUSTOMER,Memory full,en-US,3.01,42.04,54.95,Positive,11,12,1,0,2025-04-08 02:33:52.416802
58b60fd8-3994-44c1-8d01-7682c86495a0,CUSTOMER,Your call has been forwarded to an automatic voice message system. Chan.,en-US,1.74,88.37,9.89,Neutral,0,4,4,1,2025-04-08 02:33:54.717278
58b60fd8-3994-44c1-8d01-7682c86495a0,CUSTOMER,"is not available at the tone, please record your message. When you have finished recording you may hang up or press one for more options.",en-US,10.52,85.78,3.7,Neutral,5,14,9,0,2025-04-08 02:33:54.717278
97f6e112-6092-4ddd-b80c-e3d0f5124d8d,CUSTOMER,Please leave your message for ***-***-****.,en-US,4.05,87.87,8.09,Neutral,2,10,8,0,2025-04-08 02:33:57.015701
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,Thank you for calling Pas. This is Jack speaking. How can I help you today?,en-US,0.71,66.43,32.86,Neutral,1,5,4,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,This is Joe Tanel uh.,en-US,8.11,85.74,6.15,Neutral,6,8,2,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,I got a call from y'all.,en-US,0.96,78.11,20.93,Neutral,9,11,2,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,Oh.,en-US,13.57,62.58,23.85,Neutral,12,13,1,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Uh, let me see who gave you a call, uh, let's see.",en-US,5.38,88.45,6.17,Neutral,12,16,4,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,Elyn,en-US,3.24,84.25,12.5,Neutral,16,17,1,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"A right, and you're over at [REDACTED]?",en-US,3.32,93.15,3.54,Neutral,18,23,5,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,Right.,en-US,11.43,62.64,25.93,Neutral,24,25,1,3,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,Looks like she was calling.,en-US,4.12,87.67,8.22,Neutral,28,31,3,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Um, because the system is saying the payment hasn't been received yet for April.",en-US,48.5,49.97,1.53,Neutral,32,36,4,3,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,"You didn't you send so a check, you know what y'all do? Y'all come get these panels off my house.",en-US,75.45,23.13,1.42,Negative,39,46,7,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,Let me check.,en-US,5.34,78.3,16.36,Neutral,46,47,1,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,Because I gotta listen to I gotta listen to this every month.,en-US,13.65,60.59,25.76,Neutral,47,51,4,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,Hm.,en-US,8.17,75.19,16.63,Neutral,52,53,1,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,They can't keep their billing right?,en-US,62.93,35.98,1.09,Negative,52,55,3,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Um, do y'all usually send a check?",en-US,2.75,94.79,2.46,Neutral,55,57,2,2,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,Right.,en-US,11.43,62.64,25.93,Neutral,59,60,1,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Ah, OK, I'll go ahead and put a note on the account that I'll usually send checks. The system is egregiously slow at processing checks. I'm so sorry for that.",en-US,85.51,13.36,1.13,Negative,60,70,10,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Um, let's see.",en-US,3.27,84.56,12.17,Neutral,70,72,2,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,Well we've been since day one.,en-US,11.35,68.65,20.01,Neutral,71,75,4,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Mhm, yeah, let me go ahead and put a note on the account and see if Evelyn can um disable the late notifications like the messages and such.",en-US,3.07,92.11,4.82,Neutral,76,86,10,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Um, because y'all do send checks.",en-US,7.23,86.13,6.63,Neutral,86,88,2,3,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,All right.,en-US,5.09,52.39,42.52,Neutral,91,92,1,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,OK.,en-US,8.54,60.05,31.41,Neutral,92,93,1,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Uh, let me just notate the account and then also send a.",en-US,9.66,86.39,3.95,Neutral,93,97,4,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,If that can right.,en-US,23.51,64.45,12.04,Neutral,95,97,2,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,I'm sorry?,en-US,47.14,50.17,2.68,Neutral,98,99,1,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,You know it?,en-US,3.87,91.04,5.09,Neutral,100,100,0,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,I said if they can't keep their billing straight I can get it straight.,en-US,54.74,42.71,2.55,Negative,101,107,6,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,Yeah it's all automated and um it it's just a pain in the butt when it comes to uh checks but I'll go ahead and let Miss Evelyn know uh see if she can update the account.,en-US,60.4,36.86,2.73,Negative,106,117,11,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,I could,en-US,8.69,52.19,39.13,Neutral,108,108,0,9,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,Oh OK.,en-US,7.08,61.56,31.36,Neutral,117,118,1,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,I'm fixing to tell you when was the last you got the last payment being made.,en-US,10.58,82.73,6.7,Neutral,119,124,5,4,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Um, I can't exactly see when the last payment processed. Uh, I don't have visibility on checks. Evelyn would, but she's gone for a day.",en-US,48.43,50.23,1.34,Neutral,128,135,7,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,What?,en-US,13.12,65.46,21.42,Neutral,135,136,1,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Um, actually, wait, it does.",en-US,4.83,82.67,12.5,Neutral,136,139,3,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,"Well, if you can't tell me when my last payment was being made, then apparently you don't know if I'm making a payment or not.",en-US,73.75,25.23,1.03,Negative,138,145,7,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,I actually can see that the last payment processed was March **th. I didn't realize that the system updated for checks. I thought only the billing department had access to that.,en-US,6.63,87.24,6.13,Neutral,146,155,9,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Yeah, it looks like the last check was cashed on March **th.",en-US,2.15,92.51,5.34,Neutral,156,161,5,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,"OK, this isn't even April **th and you're calling for a payment.",en-US,74.76,23.98,1.25,Negative,162,167,5,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Yeah, the billing department just follows up on any cases that are opened up on an account automatically. It's all via automation, um, and the automation is just really bad at detecting checks.",en-US,77.37,21.29,1.34,Negative,168,181,13,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,It's,en-US,9.34,51.44,39.22,Neutral,178,179,1,2,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,And,en-US,14.01,49.95,36.04,Neutral,181,182,1,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,Did you hear what she said?,en-US,4.58,92.62,2.8,Neutral,183,184,1,2,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"No, I'm sorry, I didn't hear the.",en-US,54.18,43.07,2.75,Negative,186,187,1,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,March the twenty-ninth I sent them.,en-US,1.91,88.69,9.39,Neutral,186,188,2,2,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"March twenty-ninth? I, I can add a note on the account.",en-US,1.16,88.64,10.19,Neutral,190,193,3,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,Yeah.,en-US,9.89,57.98,32.13,Neutral,193,194,1,2,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,"OK, well, go ahead and and put that up because if we gotta keep listing this every month, guess what?",en-US,61.1,36.29,2.62,Negative,196,203,7,1,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,We won't be sending no checks.,en-US,32.38,61.4,6.23,Neutral,204,206,2,3,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,"Yeah, not a problem, I'll go ahead and let the billing department know.",en-US,2.04,48.49,49.47,Positive,209,212,3,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,AGENT,I'm typing the message over to him right now.,en-US,1.45,91.93,6.62,Neutral,212,215,3,0,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,"OK, thank you.",en-US,1.74,20.69,77.57,Positive,214,215,1,3,2025-04-08 02:34:03.037469
37c2e54e-7d0c-47f0-9617-f8233781f848,CUSTOMER,If he can't,en-US,39.3,56.16,4.55,Neutral,218,219,1,0,2025-04-08 02:34:03.037469
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,AGENT,"Hello, this is Corey Posaggen. How can I help you today?",en-US,0.88,63.72,35.4,Neutral,1,4,3,2,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,CUSTOMER,"Yeah, hello. Good afternoon.",en-US,0.41,5.96,93.63,Positive,6,8,2,2,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,AGENT,"Hey, how are you?",en-US,0.86,65.83,33.31,Neutral,10,10,0,0,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,CUSTOMER,Hello?,en-US,4.48,79.4,16.11,Neutral,10,11,1,1,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,CUSTOMER,"Yeah, I'm good. How are you?",en-US,0.41,7.42,92.17,Positive,12,13,1,0,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,AGENT,Doing pretty good. What can I do for you today?,en-US,0.3,3.65,96.06,Positive,13,15,2,2,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,CUSTOMER,"Yeah, so I, I started the um postagegen uh solar panel.",en-US,1.43,76.84,21.73,Neutral,17,22,5,1,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,CUSTOMER,"Um, I don't even know what to say. I, I started the process with you guys and then halfway through I, I said I wasn't gonna continue. I think I spoke with you on Friday. It sounds like you were the one I spoke to.",en-US,46.45,50.34,3.21,Neutral,23,37,14,1,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,CUSTOMER,"I received a call from someone and, and you sound like the person I spoke to and I, I just received a signed document from Positron but then I already said I wasn't gonna move forward with you guys, so I don't know why I got that document.",en-US,41.09,55.77,3.15,Neutral,38,50,12,2,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,AGENT,OK. Can you verify the address for me?,en-US,1.39,86.94,11.67,Neutral,52,54,2,2,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,CUSTOMER,My address is [REDACTED].,en-US,2.6,92.69,4.71,Neutral,56,60,4,1,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,CUSTOMER,"Oliville, Pennsylvania.",en-US,2.48,89.72,7.8,Neutral,61,63,2,1,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,AGENT,Got you. And what is the uh the document you received? What is it?,en-US,2.46,88.57,8.97,Neutral,64,67,3,0,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,AGENT,Well it stayed on there.,en-US,6.72,78.66,14.62,Neutral,67,69,2,3,2025-04-08 02:34:09.840220
4f62dc91-20b4-42ef-bcab-6aad9f7ef067,CUSTOMER,"I said uh solarize Philly and uh it's, it's a signed document but.",en-US,10.44,81.92,7.64,Neutral,72,80,8,0,2025-04-08 02:34:09.840220
