CONTACT_ID,SPEAKER_TAG,CAPTION,CALL_LANGUAGE,NEGATIVE,NEUTRAL,POSITIVE,SENTIMENT_LABLE,START_TIME_SECOND,END_TIME_SECOND,TIME_SPOKEN_SECOND,TIME_SILENCE_SECOND,LOAD_DATE
f74408e7-fc80-4854-bfd2-1236f203ba87,CUSTOMER,"At the tone, please record your message. When you've finished recording you may hang up or press 1 for more options. To leave a callback number, press 5.",en-US,1.38,91.59,7.03,Neutral,13,22,9,0,2025-04-15 12:51:27.803028
7b2eacce-a9ef-4673-995a-d4dacd2c27c8,CUSTOMER,Please leave your message for 740802-4896.,en-US,3.76,87.2,9.04,Neutral,2,9,7,2,2025-04-15 12:51:29.900705
7b2eacce-a9ef-4673-995a-d4dacd2c27c8,AGENT,Good afternoon. This is Mary calling on behalf of Passage and Solar in partnership with AVO Services.,en-US,0.46,77.37,22.17,Neutral,11,18,7,1,2025-04-15 12:51:29.900705
7b2eacce-a9ef-4673-995a-d4dacd2c27c8,AGENT,"I am calling to speak with Augustus when you have time, can you please just give me a call back at 1-88893-[ADDRESS_REDACTED].",en-US,1.06,86.7,12.24,Neutral,19,33,14,0,2025-04-15 12:51:29.900705
7b2eacce-a9ef-4673-995a-d4dacd2c27c8,AGENT,Thank you.,en-US,1.88,14.67,83.45,Positive,33,34,1,0,2025-04-15 12:51:29.900705
3e8ee191-5c87-4b80-9211-e53b6d211917,CUSTOMER,"Your call has been forwarded to voicemail. The person you're trying to reach is not available. At the tone, please record your message. When you have finished recording you may hang up.",en-US,73.08,25.99,0.93,Negative,0,9,9,1,2025-04-15 12:51:33.005132
3e8ee191-5c87-4b80-9211-e53b6d211917,AGENT,"Good afternoon. This is Mary calling on behalf of Pasagegen Solar in partnership with AVO Services. I am calling to speak with Paul. When you have time, can you please just give me a call back at 1-88893-[ADDRESS_REDACTED].",en-US,0.83,88.51,10.66,Neutral,10,31,21,1,2025-04-15 12:51:33.005132
3e8ee191-5c87-4b80-9211-e53b6d211917,AGENT,Thank you.,en-US,1.88,14.67,83.45,Positive,32,32,0,0,2025-04-15 12:51:33.005132
02cebabe-0210-4a49-9cc2-5988cab02883,CUSTOMER,"Your call has been forwarded to an automatic voice message system 207-436-0508 is not available. At the tone, please record your message. When you have finished recording you may hang up or press 1 for more options.",en-US,30.56,67.53,1.91,Neutral,0,18,18,1,2025-04-15 12:51:35.926217
02cebabe-0210-4a49-9cc2-5988cab02883,AGENT,"Good afternoon. This is Mary calling on behalf of Passagegen Solar in partnership with AVO Services. I am calling to speak with James. When you have time, can you please just give me a call back at 1-88893-[ADDRESS_REDACTED]. Thank you.",en-US,0.99,86.27,12.74,Neutral,19,40,21,0,2025-04-15 12:51:35.926217
801c86be-75d6-4366-8167-b9ad0a7c92e9,CUSTOMER,"Hi, please leave a message and I'll get back to you as soon as I can thanks.",en-US,2.1,64.32,33.58,Neutral,0,4,4,2,2025-04-15 12:51:38.170773
801c86be-75d6-4366-8167-b9ad0a7c92e9,CUSTOMER,The mailbox is full and cannot accept any messages at this time. Goodbye.,en-US,75.14,23.49,1.37,Negative,6,10,4,0,2025-04-15 12:51:38.170773
c6c1dbd6-b91e-420f-a452-c01cb556d0e0,CUSTOMER,Hello?,en-US,4.48,79.4,16.11,Neutral,0,0,0,1,2025-04-15 12:51:40.473597
c6c1dbd6-b91e-420f-a452-c01cb556d0e0,AGENT,"Hi, this is Alvaro from Pulsation Solar. Can I",en-US,1.35,84.92,13.73,Neutral,1,5,4,0,2025-04-15 12:51:40.473597
a4437b5c-b97e-43de-9ba2-2ae4338a16b5,CUSTOMER,Please leave your message for 718.,en-US,2.88,88.34,8.78,Neutral,2,5,3,0,2025-04-15 12:51:42.748904
a4437b5c-b97e-43de-9ba2-2ae4338a16b5,AGENT,Hello.,en-US,2.23,42.53,55.25,Positive,2,3,1,0,2025-04-15 12:51:42.748904
88d3ea79-b615-4563-b318-0b9df8c4de86,AGENT,Reason,en-US,14.49,62.08,23.43,Neutral,0,0,0,2,2025-04-15 12:51:44.932236
88d3ea79-b615-4563-b318-0b9df8c4de86,CUSTOMER,Please leave your message for,en-US,4.29,83.39,12.32,Neutral,2,4,2,0,2025-04-15 12:51:44.932236
ae7133fa-b53f-4ae8-97f7-1628b9719d6f,CUSTOMER,Please leave your message for,en-US,4.29,83.39,12.32,Neutral,2,4,2,0,2025-04-15 12:51:47.215328
ae7133fa-b53f-4ae8-97f7-1628b9719d6f,AGENT,Please.,en-US,7.84,52.13,40.03,Neutral,2,4,2,0,2025-04-15 12:51:47.215328
184ab1ff-c6f4-44c3-b296-c0e54e73d99b,CUSTOMER,Your call has been forwarded to an automated voice messaging system. 562-371-4495 is not available.,en-US,40.72,57.76,1.52,Neutral,0,12,12,1,2025-04-15 12:51:49.709589
184ab1ff-c6f4-44c3-b296-c0e54e73d99b,CUSTOMER,"At the tone, please record your message. When you've finished recording you may hang up or press one for more options.",en-US,1.37,90.28,8.35,Neutral,13,20,7,1,2025-04-15 12:51:49.709589
184ab1ff-c6f4-44c3-b296-c0e54e73d99b,AGENT,"Good afternoon. This is Mary calling on behalf of Pathogen in partnership with Lifestyle Solar. I am calling to speak with Eric. When you have time, can you please just give me a call back at 1-88893-[ADDRESS_REDACTED]. Thank you.",en-US,0.83,82.79,16.38,Neutral,21,42,21,0,2025-04-15 12:51:49.709589
777526a4-8e75-4cb0-bded-af85bade32a5,CUSTOMER,Welcome to this voicemail. 504-575-9209 is not available. Please leave your message after the tone.,en-US,35.65,61.61,2.74,Neutral,0,10,10,2,2025-04-15 12:51:51.523291
777526a4-8e75-4cb0-bded-af85bade32a5,CUSTOMER,"After you have finished your message, just hang up, or to hear more options, please press one.",en-US,6.72,86.8,6.48,Neutral,12,17,5,0,2025-04-15 12:51:51.523291
eb949f1b-0602-463e-93ea-69933e1c356e,CUSTOMER,"I'm sorry, but the person you called has a voicemail box that has not been set up yet.",en-US,73.63,25.48,0.89,Negative,0,5,5,1,2025-04-15 12:51:53.250134
eb949f1b-0602-463e-93ea-69933e1c356e,CUSTOMER,Goodbye.,en-US,21.59,58.58,19.83,Neutral,6,7,1,0,2025-04-15 12:51:53.250134
0f655265-687d-45d3-accd-620fd46223da,CUSTOMER,"has been forwarded to voicemail. The person you're trying to reach is not available. At the tone, please record your message. When you have finished recording you may hang up.",en-US,66.57,32.24,1.2,Negative,0,10,10,1,2025-04-15 12:51:55.455547
0f655265-687d-45d3-accd-620fd46223da,AGENT,"Good afternoon. This is Mary calling on behalf of Passagegen in partnership with the Lifestyle Solar. I am calling to speak with Brian. When you have time, can you please just give me a call back at 1-88893-[ADDRESS_REDACTED]. Thank you.",en-US,0.93,86.64,12.43,Neutral,11,31,20,0,2025-04-15 12:51:55.455547
3ce13e24-e14f-4cd1-a19e-6b098fcec619,CUSTOMER,Please leave your message for 917-886-7569.,en-US,4.61,85.25,10.14,Neutral,2,10,8,2,2025-04-15 12:51:57.670812
3ce13e24-e14f-4cd1-a19e-6b098fcec619,AGENT,"Good afternoon. This is Mary calling on behalf of Pasagegen Solar in partnership with [ADDRESS_REDACTED] State Solar. I am calling to speak with Bao May. When you have time, can you please just give me a call back at 1-[ADDRESS_REDACTED]-9-4442.",en-US,0.81,88.88,10.31,Neutral,12,32,20,1,2025-04-15 12:51:57.670812
3ce13e24-e14f-4cd1-a19e-6b098fcec619,AGENT,Thank you.,en-US,1.88,14.67,83.45,Positive,33,33,0,0,2025-04-15 12:51:57.670812
751a66ad-cc67-4895-aae7-9c780c680526,CUSTOMER,Your call has been forwarded to an automated voice messaging system. 504-975-3829 is not available.,en-US,47.0,51.72,1.29,Neutral,0,12,12,0,2025-04-15 12:52:00.294180
751a66ad-cc67-4895-aae7-9c780c680526,AGENT,And you just,en-US,31.11,60.04,8.85,Neutral,0,0,0,13,2025-04-15 12:52:00.294180
751a66ad-cc67-4895-aae7-9c780c680526,CUSTOMER,The mailbox is full and cannot accept any messages at this time. Goodbye.,en-US,75.14,23.49,1.37,Negative,13,17,4,0,2025-04-15 12:52:00.294180
2928f13e-e174-4b48-a0de-b467a956e87d,CUSTOMER,Your call has been forwarded to an automated voice messaging system.,en-US,2.52,88.65,8.83,Neutral,0,3,3,1,2025-04-15 12:52:02.255537
2928f13e-e174-4b48-a0de-b467a956e87d,CUSTOMER,2253973284 is not available.,en-US,60.86,36.7,2.43,Negative,4,12,8,1,2025-04-15 12:52:02.255537
2928f13e-e174-4b48-a0de-b467a956e87d,CUSTOMER,The mailbox is full and cannot accept any messages at this time. Goodbye.,en-US,75.14,23.49,1.37,Negative,13,17,4,0,2025-04-15 12:52:02.255537
76da8096-6a17-4e7c-b754-af92f07ce656,CUSTOMER,Hello.,en-US,2.23,42.53,55.25,Positive,0,1,1,1,2025-04-15 12:52:05.090818
76da8096-6a17-4e7c-b754-af92f07ce656,AGENT,Turner,en-US,2.85,80.71,16.44,Neutral,2,3,1,0,2025-04-15 12:52:05.090818
76da8096-6a17-4e7c-b754-af92f07ce656,CUSTOMER,Hello.,en-US,2.23,42.53,55.25,Positive,3,4,1,0,2025-04-15 12:52:05.090818
76da8096-6a17-4e7c-b754-af92f07ce656,AGENT,"Hi, Ms. Turner.",en-US,0.6,61.61,37.79,Neutral,4,5,1,3,2025-04-15 12:52:05.090818
76da8096-6a17-4e7c-b754-af92f07ce656,AGENT,Ms. Turner.,en-US,1.49,86.83,11.68,Neutral,8,9,1,1,2025-04-15 12:52:05.090818
76da8096-6a17-4e7c-b754-af92f07ce656,AGENT,Can you hear me?,en-US,1.98,81.77,16.24,Neutral,10,10,0,2,2025-04-15 12:52:05.090818
76da8096-6a17-4e7c-b754-af92f07ce656,AGENT,This is your account manager from Passenger Solar on a recorded line. How are you?,en-US,1.09,92.38,6.53,Neutral,12,17,5,2,2025-04-15 12:52:05.090818
76da8096-6a17-4e7c-b754-af92f07ce656,CUSTOMER,Uh,en-US,11.27,68.31,20.41,Neutral,19,20,1,2,2025-04-15 12:52:05.090818
76da8096-6a17-4e7c-b754-af92f07ce656,CUSTOMER,Oh,en-US,11.75,49.62,38.63,Neutral,22,22,0,2,2025-04-15 12:52:05.090818
76da8096-6a17-4e7c-b754-af92f07ce656,AGENT,Hello?,en-US,4.48,79.4,16.11,Neutral,24,25,1,0,2025-04-15 12:52:05.090818
4ae44c37-d4dd-46cc-97f8-6f5faa14384f,CUSTOMER,"Call has been forwarded to an automatic voice message system 201-904-1608 is not available. At the tone, please record your message. When you have finished recording you may hang up or press 1 for more options.",en-US,25.12,72.65,2.24,Neutral,0,17,17,1,2025-04-15 12:52:07.776051
4ae44c37-d4dd-46cc-97f8-6f5faa14384f,AGENT,"Good afternoon. This is Mary calling on behalf of Pasagegen Solar in partnership with Power Energy Solutions. I am calling to speak with Antoinette. When you have time, can you please just give me a call back at one.",en-US,1.21,90.44,8.35,Neutral,18,32,14,0,2025-04-15 12:52:07.776051
4ae44c37-d4dd-46cc-97f8-6f5faa14384f,AGENT,888-939-4442. Thank you.,en-US,1.99,43.02,54.99,Positive,32,39,7,0,2025-04-15 12:52:07.776051
cc7cea44-7eba-4bfd-adf8-61e707b08354,CUSTOMER,"I'm sorry, but the person you called has a voicemail box that has not been set up yet.",en-US,73.63,25.48,0.89,Negative,0,5,5,1,2025-04-15 12:52:10.302960
cc7cea44-7eba-4bfd-adf8-61e707b08354,CUSTOMER,Goodbye.,en-US,21.59,58.58,19.83,Neutral,6,7,1,0,2025-04-15 12:52:10.302960
36fc9e62-de54-4eb4-8640-947294865f9e,CUSTOMER,"Your call has been forwarded to voicemail. The person you're trying to reach is not available. At the tone, please record your message. When you have finished recording you may hang up.",en-US,73.08,25.99,0.93,Negative,0,10,10,0,2025-04-15 12:52:12.653812
36fc9e62-de54-4eb4-8640-947294865f9e,AGENT,Yeah,en-US,8.01,43.81,48.17,Positive,0,0,0,12,2025-04-15 12:52:12.653812
36fc9e62-de54-4eb4-8640-947294865f9e,AGENT,"Hello, my name is Leo with Posygen Solar in partnership with Power Energy Solutions. Uh, please give us a call to 888-939-4442 in reference to your account. Thank you and have a great day.",en-US,0.42,26.3,73.28,Positive,12,26,14,0,2025-04-15 12:52:12.653812
72abdd6e-7261-4661-b8ff-3cbf3dc1e0b7,CUSTOMER,"Hi, you've reached the voicemail Tony Bullock. I'm sorry I missed your call. Please leave your name and a sweet message, and I'll be sure to return your call. Thank you. Have a nice day.",en-US,5.98,33.37,60.65,Positive,0,9,9,0,2025-04-15 12:52:15.117747
72abdd6e-7261-4661-b8ff-3cbf3dc1e0b7,AGENT,Yeah.,en-US,9.89,57.98,32.13,Neutral,2,4,2,0,2025-04-15 12:52:15.117747
ee49368f-6d85-4578-b6b4-f921b1afd97b,CUSTOMER,"Your call has been forwarded to voicemail. The person you're trying to reach is not available. At the tone, please record your message. When you have finished recording you may hang up.",en-US,73.08,25.99,0.93,Negative,0,9,9,0,2025-04-15 12:52:17.847458
ee49368f-6d85-4578-b6b4-f921b1afd97b,AGENT,job,en-US,14.87,59.81,25.32,Neutral,0,0,0,0,2025-04-15 12:52:17.847458
705e8a1b-bb65-4f07-af38-0a7c3335ba03,CUSTOMER,Your call has been forwarded to an automated voice messaging system.,en-US,2.52,88.65,8.83,Neutral,0,3,3,0,2025-04-15 12:52:19.445473
705e8a1b-bb65-4f07-af38-0a7c3335ba03,CUSTOMER,504-915-6834 is not available.,en-US,61.43,36.96,1.61,Negative,3,12,9,1,2025-04-15 12:52:19.445473
705e8a1b-bb65-4f07-af38-0a7c3335ba03,CUSTOMER,The mailbox is full and cannot accept any messages at this time. Goodbye.,en-US,75.14,23.49,1.37,Negative,13,17,4,0,2025-04-15 12:52:19.445473
b46bc8f3-fa23-4686-9e9f-31bf27c8f127,CUSTOMER,"Hi, you've definitely reached the right person unfortunately at an inconvenient time. However, if you leave a brief message, I'll be sure to get back to you at my earliest convenience. Please have.",en-US,9.94,50.58,39.48,Neutral,0,13,13,0,2025-04-15 12:52:21.580055
b46bc8f3-fa23-4686-9e9f-31bf27c8f127,AGENT,"OK, uh.",en-US,4.64,82.34,13.02,Neutral,5,7,2,0,2025-04-15 12:52:21.580055
e5440692-4cd3-4e72-9af2-e60abebe5c40,CUSTOMER,To yadda errebio Albus on the boss la persona colaque intenta communic carte no tpolegrava to menage desue del to puedegarasinado de gravaro.,en-US,9.52,79.95,10.53,Neutral,0,12,12,0,2025-04-15 12:52:24.267152
e5440692-4cd3-4e72-9af2-e60abebe5c40,AGENT,"Hi, this is Mikayla with Posit and Solar in partnership with the EMT Solar. If you could just give me a call back at 1-888-939-4442. Thank you.",en-US,1.02,80.22,18.75,Neutral,12,22,10,0,2025-04-15 12:52:24.267152
550ba547-7c58-47f6-9442-bdfa15b3bae7,CUSTOMER,"Call has been forwarded to voicemail. The person you're trying to reach is not available. At the tone, please record your message. When you have finished recording you may hang up.",en-US,68.94,29.93,1.13,Negative,0,10,10,1,2025-04-15 12:52:26.929354
550ba547-7c58-47f6-9442-bdfa15b3bae7,AGENT,"Good afternoon. This is Mary calling on behalf of Passagen in partnership with Lifestyle Solar. I am calling to speak with Angel. When you have time, can you please just give me a call back at 1-88893-[ADDRESS_REDACTED]. Thank you.",en-US,1.03,83.57,15.4,Neutral,11,30,19,0,2025-04-15 12:52:26.929354
9c8f280e-2acd-489c-9441-eff50ab26609,CUSTOMER,Your call has been forwarded to an automated voice messaging system. 504-505-2713 is not available.,en-US,50.2,48.55,1.24,Negative,0,12,12,1,2025-04-15 12:52:29.390764
9c8f280e-2acd-489c-9441-eff50ab26609,CUSTOMER,The mailbox is full and cannot accept any messages at this time. Goodbye.,en-US,75.14,23.49,1.37,Negative,13,17,4,0,2025-04-15 12:52:29.390764
324632c3-b03e-4a35-960d-d8f0d106e7e3,CUSTOMER,Please leave your message for,en-US,4.29,83.39,12.32,Neutral,2,4,2,1,2025-04-15 12:52:31.424630
324632c3-b03e-4a35-960d-d8f0d106e7e3,CUSTOMER,Hello. Hello.,en-US,0.66,22.7,76.65,Positive,5,7,2,2,2025-04-15 12:52:31.424630
324632c3-b03e-4a35-960d-d8f0d106e7e3,CUSTOMER,"Sorry, mailbox is full. To send an SMS notification, press 5.",en-US,22.36,72.48,5.16,Neutral,9,14,5,0,2025-04-15 12:52:31.424630
be3610f8-d119-45f1-bfc4-3fa7f1ef9f33,CUSTOMER,Please leave your message for,en-US,4.29,83.39,12.32,Neutral,2,4,2,2,2025-04-15 12:52:33.799428
be3610f8-d119-45f1-bfc4-3fa7f1ef9f33,CUSTOMER,Hello. Hello.,en-US,0.66,22.7,76.65,Positive,6,8,2,0,2025-04-15 12:52:33.799428
be3610f8-d119-45f1-bfc4-3fa7f1ef9f33,AGENT,Hey,en-US,6.39,48.86,44.75,Neutral,7,8,1,2,2025-04-15 12:52:33.799428
be3610f8-d119-45f1-bfc4-3fa7f1ef9f33,CUSTOMER,"Sorry, mailbox.",en-US,46.5,47.6,5.91,Neutral,10,11,1,0,2025-04-15 12:52:33.799428
eed23f66-9800-4428-8f15-d57129f1dfe3,CUSTOMER,"Hi, you've reached the phone of Kristen Beverage. Please leave a message and I'll get back to you as soon as possible. Thanks.",en-US,1.53,70.61,27.86,Neutral,0,6,6,1,2025-04-15 12:52:36.367403
eed23f66-9800-4428-8f15-d57129f1dfe3,AGENT,"Hi, this is Mikayla with Passage and Solar in partnership with Solar Holler. If you could just give me a call back at 1-888-939-4442. Thank you.",en-US,0.99,82.16,16.84,Neutral,7,16,9,0,2025-04-15 12:52:36.367403
7197bcad-7dcb-4ad5-b1d2-a0a06dc3e49d,CUSTOMER,"Thank you for calling G Temple Construction. Please leave your name and a brief message at the tone, and someone will return your call.",en-US,1.1,46.65,52.24,Positive,0,9,9,1,2025-04-15 12:52:38.945362
7197bcad-7dcb-4ad5-b1d2-a0a06dc3e49d,CUSTOMER,"As soon as possible, thanks for calling and have a great day.",en-US,0.27,1.66,98.08,Positive,10,14,4,1,2025-04-15 12:52:38.945362
7197bcad-7dcb-4ad5-b1d2-a0a06dc3e49d,CUSTOMER,"At the tone, please record your message. When you have finished recording you may hang up or press one for more options.",en-US,1.36,90.32,8.32,Neutral,15,22,7,3,2025-04-15 12:52:38.945362
7197bcad-7dcb-4ad5-b1d2-a0a06dc3e49d,AGENT,Good afternoon Mr. Temple. This is Erin with Positgen just following up with you in regards to our last call. You can give me a call back at 985-323-4182. Thank you.,en-US,1.02,64.73,34.24,Neutral,25,35,10,0,2025-04-15 12:52:38.945362
772a4737-2678-4735-8453-8b1326d6f51d,CUSTOMER,Your call has been forwarded to an automatic voice message system 504-722-33.,en-US,2.23,90.26,7.51,Neutral,0,7,7,0,2025-04-15 12:52:41.202217
772a4737-2678-4735-8453-8b1326d6f51d,AGENT,[ADDRESS_REDACTED].,en-US,3.15,81.55,15.3,Neutral,5,7,2,0,2025-04-15 12:52:41.202217
2fca56a3-a646-465f-8f20-1902d4e5d016,CUSTOMER,"I'm sorry, the person you are trying to reach has a voicemail box that has not been set up yet. Please try your call again later. Goodbye.",en-US,79.07,19.87,1.06,Negative,0,6,6,0,2025-04-15 12:52:43.495132
2fca56a3-a646-465f-8f20-1902d4e5d016,AGENT,But,en-US,14.8,58.53,26.68,Neutral,0,0,0,8,2025-04-15 12:52:43.495132
2fca56a3-a646-465f-8f20-1902d4e5d016,AGENT,Yeah,en-US,8.01,43.81,48.17,Positive,8,8,0,0,2025-04-15 12:52:43.495132
d7fd369d-3368-4b51-90ed-9ce829e5b926,AGENT,You're calling,en-US,4.92,71.18,23.9,Neutral,0,1,1,0,2025-04-15 12:52:45.485478
d7fd369d-3368-4b51-90ed-9ce829e5b926,CUSTOMER,Your call has been forwarded to voicemail. The person you're trying to reach is not.,en-US,63.6,34.77,1.62,Negative,0,4,4,0,2025-04-15 12:52:45.485478
cb2fc9fb-ff2e-4546-b2b7-aaba1faee30e,CUSTOMER,"I'm sorry, but the person you called has a voicemail box that has not been set up yet.",en-US,73.63,25.48,0.89,Negative,0,5,5,0,2025-04-15 12:52:47.326733
cb2fc9fb-ff2e-4546-b2b7-aaba1faee30e,AGENT,You called has a voicemail box that's not been set.,en-US,48.85,49.09,2.06,Neutral,3,5,2,0,2025-04-15 12:52:47.326733
ab4f875a-8cf7-4a34-bbcd-1f798b0165b9,CUSTOMER,"Your call has been forwarded to an automatic voice message system. 732-209-5476 is not available. At the tone, please record your message. When you have finished recording you may hang up or press 1 for more options.",en-US,36.38,61.84,1.78,Neutral,0,17,17,0,2025-04-15 12:52:49.813702
ab4f875a-8cf7-4a34-bbcd-1f798b0165b9,AGENT,Mhm.,en-US,7.62,73.91,18.48,Neutral,9,9,0,0,2025-04-15 12:52:49.813702
